"STATION","NAME","DATE","ACMH","ACSH","AWND","DAPR","FMTM","FRGT","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT16","WT18"
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-19",,,"5.82",,,,,,"0.00","0.0","0.0",,"79","53",,,"  290","  290",,,"21.0","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-20",,,"7.61",,,,,,"0.00","0.0","0.0",,"74","49",,,"  290","  280",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-21",,,"10.29",,,,,,"0.00","0.0","0.0",,"76","58",,,"  240","  240",,,"23.0","28.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-22",,,"19.01",,,,,,"0.05","0.0","0.0",,"65","57",,,"  250","  250",,,"29.1","35.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-23",,,"10.96",,,,,,"0.00","0.0","0.0",,"67","50",,,"  280","  260",,,"23.9","30.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-24",,,"15.21",,,,,,"0.00","0.0","0.0",,"69","52",,,"  290","  290",,,"32.0","36.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-25",,,"12.53",,,,,,"0.00","0.0","0.0",,"68","50",,,"  280","  280",,,"25.1","29.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-26",,,"11.18",,,,,,"0.00",,"0.0",,"66","47",,,"  270","  270",,,"25.9","30.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-27",,,"15.21",,,,,,"0.03","0.0","0.0",,"65","54",,,"  280","  280",,,"30.0","34.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-28",,,"8.72",,,,,,"0.00","0.0","0.0",,"68","48",,,"  260","  230",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-29",,,"11.86",,,,,,"0.00","0.0","0.0",,"66","52",,,"  260","  260",,,"25.1","30.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-04-30",,,"9.62",,,,,,"0.00","0.0","0.0",,"82","55",,,"  270","  350",,,"21.0","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-01",,,"8.50",,,,," 1836",,,,,"80","55",,,"  330","  330",,,"16.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-02",,,"9.62",,,,," 1407",,,,,"68","53",,,"  290","  280",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-03",,,"8.28",,,,,,"0.00","0.0","0.0",,"69","54",,,"  280","  280",,,"17.0","19.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-04",,,"8.95",,,,,,"0.00","0.0","0.0",,"69","56",,,"  270","  250",,,"17.0","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-05",,,"9.17",,,,,,"0.00","0.0","0.0",,"68","57",,,"  270","  240",,,"16.1","19.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-06",,,"6.93",,,,," 0900","0.00",,,,"60","56",,,"  250","  240",,,"16.1","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-07",,,"5.59",,,,,,"0.02","0.0","0.0",,"62","57",,,"  150","  160",,,"12.1","14.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-08",,,"8.95",,,,," 1523",,,,,"67","56",,,"  280","  280",,,"17.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-09",,,"10.51",,,,,,"0.00","0.0","0.0",,"66","54",,,"  290","  300",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-10",,,"7.83",,,,,,"0.00","0.0","0.0",,"68","54",,,"  290","  290",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-11",,,"9.62",,,,,,"0.00","0.0","0.0",,"67","53",,,"  290","  280",,,"18.1","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-12",,,"11.18",,,,,,"0.00","0.0","0.0",,"66","53",,,"  270","  270",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-13",,,"12.08",,,,,,"0.00","0.0","0.0",,"67","57",,,"  260","  260",,,"21.9","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-14",,,"9.62",,,,,,"0.00","0.0","0.0",,"71","57",,,"  290","  290",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-15",,,"11.63",,,,,,"0.00","0.0","0.0",,"69","57",,,"  280","  260",,,"21.9","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-16",,,"8.50",,,,,,"0.00","0.0","0.0",,"73","56",,,"  280","  280",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-17",,,"6.71",,,,,,"0.00","0.0","0.0",,"88","52",,,"  280","  280",,,"19.9","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-18",,,"10.29",,,,,,"0.00","0.0","0.0",,"76","57",,,"  290","  290",,,"23.0","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-19",,,"18.34",,,,,,"0.00","0.0","0.0",,"67","55",,,"  270","  280",,,"32.0","36.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-20",,,"21.92",,,,,,"0.00","0.0","0.0",,"64","53",,,"  260","  260",,,"30.0","36.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-21",,,"11.41",,,,,,"0.00","0.0","0.0",,"68","55",,,"  270","  260",,,"19.9","23.9",,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-22",,,"11.63",,,,,,"0.00","0.0","0.0",,"68","56",,,"  270","  260",,,"21.9","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-23",,,"12.97",,,,,,"0.00","0.0","0.0",,"68","55",,,"  260","  250",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-24",,,"13.42",,,,,,"0.00","0.0","0.0",,"65","57",,,"  270","  240",,,"19.9","31.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-25",,,"12.97",,,,,,"0.00","0.0","0.0",,"66","57",,,"  260","  250",,,"21.9","27.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-26",,,"10.29",,,,,,"0.00","0.0","0.0",,"70","55",,,"  270","  260",,,"19.9","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-27",,,"7.61",,,,,,"0.00","0.0","0.0",,"75","53",,,"  280","  290",,,"17.0","19.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-28",,,"7.16",,,,,,"0.00","0.0","0.0",,"82","56",,,"  300","  290",,,"17.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-29",,,"9.17",,,,,,"0.00","0.0","0.0",,"73","55",,,"  300","  300",,,"21.9","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-30",,,"7.83",,,,,,"0.00","0.0","0.0",,"73","54",,,"  290","  290",,,"18.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-05-31",,,"8.05",,,,,,"0.00","0.0","0.0",,"77","54",,,"  300","  290",,,"18.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-01",,,"10.51",,,,,,"0.00","0.0","0.0",,"71","54",,,"  300","  300",,,"21.0","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-02",,,"8.05",,,,,,"0.00","0.0","0.0",,"76","57",,,"  290","  300",,,"17.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-03",,,"6.93",,,,,,"0.00","0.0","0.0",,"89","54",,,"  300","  300",,,"17.0","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-04",,,"8.72",,,,,,"0.00","0.0","0.0",,"77","57",,,"  300","  300",,,"23.0","27.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-05",,,"9.84",,,,,,"0.00","0.0","0.0",,"75","55",,,"  290","  290",,,"21.9","23.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-06",,,"11.18",,,,,,"0.00","0.0","0.0",,"68","55",,,"  290","  290",,,"21.9","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-07",,,"13.42",,,,,,"0.00","0.0","0.0",,"70","59",,,"  280","  280",,,"23.9","27.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-08",,,"14.09",,,,,,"0.00","0.0","0.0",,"70","59",,,"  270","  250",,,"21.9","27.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-09",,,"13.42",,,,,,"0.00","0.0","0.0",,"66","59",,,"  280","  260",,,"19.9","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-10",,,"11.63",,,,,,"0.00","0.0","0.0",,"70","55",,,"  270","  250",,,"23.9","31.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-11",,,"9.17",,,,,,"0.00","0.0","0.0",,"82","51",,,"  280","  280",,,"17.0","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-12",,,"7.83",,,,,,"0.00","0.0","0.0",,"76","55",,,"  300","  300",,,"18.1","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-13",,,"15.21",,,,,,"0.00","0.0","0.0",,"67","57",,,"  270","  270",,,"32.0","36.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-14",,,"20.36",,,,,,"0.00","0.0","0.0",,"68","56",,,"  260","  250",,,"31.1","36.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-15",,,"19.01",,,,,,"0.00","0.0","0.0",,"67","55",,,"  280","  270",,,"32.0","36.9",,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-16",,,"9.17",,,,,,"0.00","0.0","0.0",,"73","58",,,"  290","  250",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-17",,,"8.95",,,,,,"0.00","0.0","0.0",,"72","59",,,"  280","  250",,,"18.1","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-18",,,"9.62",,,,,,"0.00","0.0","0.0",,"76","57",,,"  280","  280",,,"23.0","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-19",,,"8.50",,,,,,"0.00","0.0","0.0",,"87","56",,,"  270","  260",,,"19.9","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-20",,,"8.95",,,,,,"0.00","0.0","0.0",,"75","54",,,"  280","  270",,,"18.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-21",,,"9.62",,,,,,"0.00","0.0","0.0",,"80","54",,,"  280","  260",,,"21.0","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-22",,,"10.29",,,,,,"0.00","0.0","0.0",,"67","54",,,"  270","  270",,,"18.1","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-23",,,"9.40",,,,,,"0.00","0.0","0.0",,"73","55",,,"  270","  250",,,"18.1","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-24",,,"9.17",,,,,,"0.00","0.0","0.0",,"75","56",,,"  280","  280",,,"17.0","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-25",,,"8.95",,,,,,"0.00","0.0","0.0",,"79","55",,,"  290","  290",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-26",,,"9.84",,,,,,"0.00","0.0","0.0",,"78","55",,,"  280","  270",,,"18.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-27",,,"9.17",,,,,,"0.00","0.0","0.0",,"75","54",,,"  290","  290",,,"19.9","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-28",,,"10.29",,,,,,"0.00","0.0","0.0",,"72","55",,,"  280","  280",,,"21.9","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-29",,,"9.17",,,,,,"0.00","0.0","0.0",,"64","54",,,"  280","  280",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-06-30",,,"9.17",,,,,,"0.00","0.0","0.0",,"74","56",,,"  290","  290",,,"18.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-01",,,"8.28",,,,,,"0.00","0.0","0.0",,"69","54",,,"  310","  310",,,"21.0","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-02",,,"9.17",,,,,,"0.00","0.0","0.0",,"72","55",,,"  310","  300",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-03",,,"10.51",,,,,,"0.00","0.0","0.0",,"70","56",,,"  310","  300",,,"21.0","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-04",,,"10.51",,,,,,"0.00","0.0","0.0",,"71","57",,,"  300","  300",,,"21.9","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-05",,,"11.18",,,,,,"0.00","0.0","0.0",,"68","57",,,"  260","  260",,,"21.0","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-06",,,"12.97",,,,,,"0.00","0.0","0.0",,"65","57",,,"  270","  250",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-07",,,"13.20",,,,,,"0.00","0.0","0.0",,"65","57",,,"  260","  270",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-08",,,"10.07",,,,,,"0.00","0.0","0.0",,"68","55",,,"  270","  270",,,"18.1","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-09",,,"12.53",,,,,,"0.00","0.0","0.0",,"74","59",,,"  280","  280",,,"28.0","32.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-10",,,"8.50",,,,,,"0.00","0.0","0.0",,"77","57",,,"  280","  230",,,"17.0","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-11",,,"9.84",,,,,,"0.00","0.0","0.0",,"73","53",,,"  280","  280",,,"21.9","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-12",,,"9.62",,,,,,"0.00","0.0","0.0",,"71","57",,,"  270","  260",,,"19.9","28.0",,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-13",,,"8.72",,,,,,"0.00","0.0","0.0",,"80","59",,,"  280","  290",,,"16.1","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-14",,,"12.75",,,,,,"0.00","0.0","0.0",,"72","56",,,"  290","  290",,,"25.1","29.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-15",,,"10.74",,,,,,"0.00","0.0","0.0",,"70","56",,,"  310","  300",,,"21.9","28.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-16",,,"8.95",,,,,,"0.00","0.0","0.0",,"73","57",,,"  310","  320",,,"21.0","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-17",,,"13.20",,,,,,"0.00","0.0","0.0",,"68","58",,,"  260","  290",,,"21.9","27.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-18",,,"13.65",,,,,,"0.00","0.0","0.0",,"70","58",,,"  260","  250",,,"21.9","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-19",,,"10.51",,,,,,"0.00","0.0","0.0",,"70","57",,,"  270","  270",,,"18.1","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-20",,,"10.51",,,,,,"0.00","0.0","0.0",,"70","56",,,"  270","  270",,,"21.9","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-21",,,"11.41",,,,,,"0.00","0.0","0.0",,"71","56",,,"  270","  250",,,"21.0","23.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-22",,,"8.28",,,,,,"0.00","0.0","0.0",,"74","56",,,"  280","  290",,,"17.0","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-23",,,"8.28",,,,,,"0.00","0.0","0.0",,"77","54",,,"  280","  290",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-24",,,"8.28",,,,,,"0.00","0.0","0.0",,"73","56",,,"  290","  290",,,"23.0","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-25",,,"7.83",,,,,,"0.00","0.0","0.0",,"73","56",,,"  290","  300",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-26",,,"7.16",,,,,,"0.00","0.0","0.0",,"83","54",,,"  300","  300",,,"17.0","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-27",,,"10.51",,,,,,"0.00","0.0","0.0",,"77","57",,,"  290","  290",,,"21.9","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-28",,,"10.96",,,,,,"0.00","0.0","0.0",,"75","56",,,"  290","  290",,,"21.9","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-29",,,"10.07",,,,,,"0.00","0.0","0.0",,"73","56",,,"  280","  290",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-30",,,"10.51",,,,,,"0.00","0.0","0.0",,"69","57",,,"  310","  310",,,"21.9","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-07-31",,,"10.74",,,,,,"0.00","0.0","0.0",,"70","58",,,"  290","  280",,,"21.0","27.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-01",,,"11.18",,,,,,"0.00","0.0","0.0",,"72","58",,,"  290","  300",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-02",,,"10.29",,,,,,"0.00","0.0","0.0",,"71","57",,,"  290","  280",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-03",,,"10.29",,,,,,"0.00","0.0","0.0",,"72","55",,,"  300","  300",,,"23.0","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-04",,,"11.86",,,,,,"0.00","0.0","0.0",,"66","58",,,"  280",,,,"18.1",,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-05",,,"11.86",,,,,,"0.00","0.0","0.0",,"68","57",,,"  290","  290",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-06",,,"11.41",,,,,,"0.00","0.0","0.0",,"67","57",,,"  290","  270",,,"19.9","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-07",,,"10.29",,,,,,"0.00","0.0","0.0",,"71","57",,,"  270","  280",,,"17.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-08",,,"9.40",,,,,,"0.00","0.0","0.0",,"73","57",,,"  270","  270",,,"21.9","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-09",,,"9.84",,,,,,"0.00","0.0","0.0",,"74","57",,,"  290","  300",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-10",,,"9.40",,,,,,"0.00","0.0","0.0",,"73","56",,,"  300","  310",,,"21.9","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-11",,,"8.72",,,,,,"0.00","0.0","0.0",,"72","58",,,"  300","  290",,,"21.0","25.1",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-12",,,"8.50",,,,,,"0.00","0.0","0.0",,"71","58",,,"  300","  290",,,"17.0","21.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-13",,,"8.72",,,,,,"0.00","0.0","0.0",,"75","56",,,"  290","  290",,,"18.1","21.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-14",,,"11.41",,,,,,"0.00","0.0","0.0",,"71","57",,,"  280","  290",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-15",,,"10.07",,,,,,"0.00","0.0","0.0",,"69","56",,,"  290","  290",,,"19.9","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-16",,,"9.84",,,,,,"0.00","0.0","0.0",,"70","57",,,"  290","  290",,,"21.0","23.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-17",,,"10.51",,,,,,"0.00","0.0","0.0",,"70","57",,,"  290","  290",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-18",,,"10.29",,,,,,"0.00","0.0","0.0",,"72","59",,,"  300","  290",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-19",,,"10.07",,,,,,"0.00","0.0","0.0",,"70","59",,,"  300","  310",,,"18.1","23.9",,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-20",,,"10.29",,,,,,"0.00","0.0","0.0",,"69","60",,,"  290","  290",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-21",,,"11.41",,,,,,"0.00","0.0","0.0",,"70","60",,,"  290","  220",,,"21.9","30.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-22",,,"11.41",,,,,,"0.00","0.0","0.0",,"69","59",,,"  280","  280",,,"21.9","25.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-23",,,"10.07",,,,,,"0.00","0.0","0.0",,"71","60",,,"  290","  310",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-24",,,"10.51",,,,,,"0.00","0.0","0.0",,"69","58",,,"  290","  280",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-25",,,"9.17",,,,,,"0.00","0.0","0.0",,"69","57",,,"  280","  290",,,"18.1","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-26",,,"8.50",,,,,,"0.00","0.0","0.0",,"73","62",,,"  280","  270",,,"17.0","19.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-27",,,"9.84",,,,,,"0.00","0.0","0.0",,"72","61",,,"  280","  270",,,"18.1","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-28",,,"10.74",,,,,,"0.00","0.0","0.0",,"72","60",,,"  280","  280",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-29",,,"11.63",,,,,,"0.00","0.0","0.0",,"73","59",,,"  280","  280",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-30",,,"10.51",,,,,,"0.00","0.0","0.0",,"74","61",,,"  270","  250",,,"18.1","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2016-08-31",,,"12.08",,,,,,"0.00","0.0","0.0",,"72","59",,,"  280","  250",,,"21.0","23.9",,,,,,,,,,,
