team,year,athletes,events,age,height,weight,prev_medals,medals
PER,1984,44,29,21.7,175.3,69.6,0.0,1
PER,1988,26,15,24.6,176.3,71.1,1.0,12
PER,1992,21,18,24.7,176.9,77.3,12.0,1
PER,1996,33,22,23.9,173.4,72.5,1.0,0
PER,2000,22,12,26.5,175.0,70.4,0.0,0
PER,2004,14,14,26.6,175.9,74.8,0.0,0
PER,2008,13,13,24.9,175.2,79.8,0.0,0
PER,2012,16,14,24.3,169.1,62.8,0.0,0
PER,2016,34,28,25.7,168.5,62.1,0.0,0
PHI,1964,70,45,25.8,166.8,60.3,0.0,1
PHI,1968,89,53,24.3,173.1,64.7,1.0,0
PHI,1972,79,47,24.5,171.8,66.3,0.0,0
PHI,1976,22,21,25.2,167.3,57.0,0.0,0
PHI,1984,32,28,23.4,168.4,59.2,0.0,0
PHI,1988,42,40,22.1,169.4,63.1,0.0,1
PHI,1992,38,29,24.8,169.2,61.0,1.0,1
PHI,1996,18,18,26.7,167.9,55.7,1.0,1
PHI,2000,22,22,21.8,165.8,59.3,1.0,0
PHI,2004,21,21,22.3,170.6,67.3,0.0,0
PHI,2008,17,17,22.9,168.3,63.4,0.0,0
PHI,2012,11,11,25.3,167.2,67.6,0.0,0
PHI,2016,13,13,24.8,164.6,60.8,0.0,1
PLE,2000,2,2,22.5,170.0,63.5,0.0,0
PLE,2004,3,3,20.3,167.7,62.0,0.0,0
PLE,2008,4,4,20.8,163.0,58.7,0.0,0
PLE,2012,5,5,21.6,171.2,63.0,0.0,0
PLE,2016,6,6,29.0,171.5,64.2,0.0,0
PLW,2004,4,4,25.8,167.8,69.0,0.0,0
PLW,2008,5,5,23.2,165.4,69.8,0.0,0
PLW,2012,5,5,21.4,163.4,59.0,0.0,0
PLW,2016,6,6,22.5,168.0,78.5,0.0,0
PNG,1984,12,12,26.0,168.8,58.1,0.0,0
PNG,1988,15,15,24.3,167.2,62.4,0.0,0
PNG,1992,19,16,24.0,168.8,62.8,0.0,0
PNG,1996,17,11,23.2,171.1,64.5,0.0,0
PNG,2000,5,5,18.6,168.0,62.5,0.0,0
PNG,2004,6,6,21.7,181.2,80.3,0.0,0
PNG,2008,9,9,24.6,175.9,71.3,0.0,0
PNG,2012,8,8,24.6,169.0,68.1,0.0,0
PNG,2016,8,8,26.2,171.5,65.0,0.0,0
POL,1964,240,87,25.7,172.6,69.2,30.0,46
POL,1968,296,112,24.6,173.9,69.2,46.0,37
POL,1972,418,150,24.4,174.5,70.3,37.0,46
POL,1976,286,116,25.1,176.0,72.3,46.0,73
POL,1980,418,162,24.2,175.7,70.5,73.0,50
POL,1988,192,105,25.5,177.2,73.8,50.0,21
POL,1992,263,136,24.3,178.1,73.9,21.0,46
POL,1996,207,126,25.5,179.0,74.5,46.0,22
POL,2000,240,133,25.4,178.3,75.7,22.0,24
POL,2004,224,124,25.4,179.6,75.7,24.0,12
POL,2008,316,165,26.4,179.4,74.9,12.0,20
POL,2012,256,148,26.5,179.6,74.7,20.0,12
POL,2016,289,144,27.1,180.5,75.5,12.0,16
POR,1964,25,20,29.1,167.8,69.8,2.0,0
POR,1968,33,24,26.0,168.2,66.9,0.0,0
POR,1972,41,28,30.6,173.4,70.2,0.0,0
POR,1976,36,27,20.9,171.8,65.7,0.0,2
POR,1980,18,17,21.4,168.8,57.9,2.0,0
POR,1984,48,32,25.6,172.5,65.8,0.0,3
POR,1988,91,59,23.3,173.3,65.8,3.0,1
POR,1992,115,71,25.0,173.7,67.3,1.0,0
POR,1996,131,79,23.7,174.6,67.3,0.0,3
POR,2000,64,50,27.6,177.5,71.7,3.0,2
POR,2004,93,63,25.6,176.5,70.4,2.0,3
POR,2008,87,65,27.8,174.1,68.3,3.0,2
POR,2012,98,75,27.8,173.0,67.4,2.0,2
POR,2016,106,61,27.9,175.8,69.4,2.0,1
PRK,1976,40,21,25.0,170.8,69.0,15.0,2
PRK,1980,121,40,20.7,158.2,53.4,2.0,5
PRK,1992,123,53,21.2,165.6,61.0,5.0,10
PRK,1996,36,25,21.9,161.4,56.5,10.0,5
PRK,2000,47,34,23.3,160.5,54.5,5.0,4
PRK,2004,71,34,20.8,154.0,48.1,4.0,5
PRK,2008,66,38,23.9,161.9,57.0,5.0,6
PRK,2012,57,27,22.0,162.6,57.7,6.0,6
PRK,2016,38,28,25.3,160.6,58.3,6.0,7
PUR,1964,45,29,22.9,177.7,71.8,0.0,0
PUR,1968,99,54,22.9,175.5,70.0,0.0,0
PUR,1972,60,37,25.5,178.6,76.6,0.0,0
PUR,1976,112,74,22.9,175.8,69.7,0.0,1
PUR,1980,3,3,19.0,169.3,57.3,1.0,0
PUR,1984,58,45,24.5,172.8,67.5,0.0,2
PUR,1988,56,44,23.7,187.4,78.3,2.0,0
PUR,1992,101,57,24.6,180.8,76.5,0.0,1
PUR,1996,91,60,26.1,177.2,77.3,1.0,1
PUR,2000,38,31,25.4,172.3,68.7,1.0,0
PUR,2004,52,38,26.4,179.8,75.0,0.0,0
PUR,2008,31,31,22.8,175.7,70.9,0.0,0
PUR,2012,28,25,23.3,178.5,72.4,0.0,2
PUR,2016,41,27,25.7,177.5,66.4,2.0,1
QAT,1988,13,10,22.5,176.8,70.4,0.0,0
QAT,1992,30,11,20.7,178.9,75.4,0.0,1
QAT,1996,13,10,23.2,178.7,75.2,1.0,0
QAT,2000,19,14,23.3,180.6,78.7,0.0,1
QAT,2004,15,14,22.1,182.3,76.4,1.0,0
QAT,2008,20,14,24.2,174.4,68.9,0.0,0
QAT,2012,14,13,22.6,171.1,65.7,0.0,2
QAT,2016,42,20,27.0,184.1,82.5,2.0,1
ROU,1964,232,76,25.6,171.4,68.5,15.0,16
ROU,1968,100,64,25.4,175.2,72.7,16.0,23
ROU,1972,258,102,24.2,174.3,69.9,23.0,40
ROU,1976,255,92,23.6,172.6,68.2,40.0,55
ROU,1980,339,135,24.3,174.1,69.1,55.0,68
ROU,1984,193,86,23.1,170.7,67.5,68.0,106
ROU,1988,172,59,21.9,167.8,63.2,106.0,58
ROU,1992,306,128,22.3,175.1,70.2,58.0,53
ROU,1996,284,122,23.0,172.7,66.9,53.0,38
ROU,2000,252,116,23.6,172.9,67.1,38.0,46
ROU,2004,193,88,24.8,170.3,64.3,46.0,39
ROU,2008,172,80,24.3,170.2,64.0,39.0,22
ROU,2012,155,75,25.1,173.8,71.2,22.0,16
ROU,2016,121,62,26.6,176.5,69.5,16.0,16
RSA,1992,141,87,25.7,177.0,72.9,3.0,3
RSA,1996,111,62,24.0,178.2,70.5,3.0,5
RSA,2000,161,68,24.9,179.6,75.3,5.0,5
RSA,2004,128,68,25.4,178.4,74.7,5.0,10
RSA,2008,179,89,24.9,176.4,71.1,10.0,1
RSA,2012,145,65,25.4,177.1,71.3,1.0,9
RSA,2016,155,70,25.3,176.9,71.1,9.0,23
RUS,1996,552,212,24.3,176.4,71.1,14.0,115
RUS,2000,602,238,25.2,177.1,71.4,115.0,187
RUS,2004,593,235,26.0,176.2,70.7,187.0,189
RUS,2008,600,242,25.4,177.0,71.0,189.0,142
RUS,2012,549,238,25.4,177.7,70.6,142.0,140
RUS,2016,406,181,25.4,176.4,69.4,140.0,115
RWA,1988,8,7,23.0,164.0,57.8,0.0,0
RWA,1992,10,8,23.7,170.0,63.3,0.0,0
RWA,1996,4,4,22.5,175.5,60.3,0.0,0
RWA,2000,5,5,21.8,175.5,63.5,0.0,0
RWA,2004,5,5,26.0,169.8,59.2,0.0,0
RWA,2008,4,4,24.8,172.0,61.2,0.0,0
RWA,2012,7,7,23.7,166.7,61.0,0.0,0
RWA,2016,7,7,27.3,162.5,59.0,0.0,0
SAM,1988,11,11,23.0,172.3,73.5,0.0,0
SAM,1992,5,5,24.0,169.0,77.7,0.0,0
SAM,1996,5,5,23.2,175.5,78.3,0.0,0
SAM,2004,3,3,26.7,176.0,92.0,0.0,0
SAM,2008,7,7,29.1,177.6,89.4,0.0,0
SAM,2012,9,9,28.1,179.4,87.2,0.0,0
SAM,2016,9,9,26.3,166.8,68.8,0.0,0
SCG,2000,125,50,25.5,187.2,82.3,26.0,25
SCG,2004,96,39,25.4,189.8,85.2,25.0,13
SEN,1968,24,9,26.6,183.2,72.0,0.0,0
SEN,1972,40,23,25.9,180.0,72.4,0.0,0
SEN,1976,33,27,27.4,178.7,79.3,0.0,0
SEN,1980,39,22,24.7,183.3,76.9,0.0,0
SEN,1984,29,21,26.4,179.3,75.9,0.0,0
SEN,1988,35,23,25.1,180.9,75.5,0.0,1
SEN,1992,25,20,27.2,178.4,77.2,1.0,0
SEN,1996,12,8,27.5,185.2,80.4,0.0,0
SEN,2000,32,15,24.7,179.3,72.1,0.0,0
SEN,2004,21,17,24.2,176.7,66.7,0.0,0
SEN,2008,17,16,23.9,175.1,73.0,0.0,0
SEN,2012,32,16,24.8,180.7,74.9,0.0,0
SEN,2016,22,11,29.0,178.1,72.9,0.0,0
SEY,1984,15,15,23.3,171.9,62.1,0.0,0
SEY,1992,21,18,19.2,179.3,72.7,0.0,0
SEY,1996,9,9,24.1,178.2,73.4,0.0,0
SEY,2000,9,9,22.1,171.8,68.2,0.0,0
SEY,2004,10,10,23.4,177.5,74.5,0.0,0
SEY,2008,10,9,25.6,171.3,76.2,0.0,0
SEY,2012,6,6,19.2,172.6,68.8,0.0,0
SEY,2016,10,10,26.1,176.2,73.9,0.0,0
SGP,1968,6,6,26.7,164.8,55.7,1.0,0
SGP,1972,12,12,20.8,168.4,57.4,0.0,0
SGP,1976,4,4,24.0,166.0,67.8,0.0,0
SGP,1984,14,7,19.7,180.0,74.0,0.0,0
SGP,1988,27,16,22.2,177.6,70.1,0.0,0
SGP,1992,37,26,21.6,170.4,63.8,0.0,0
SGP,1996,35,27,20.6,172.5,64.0,0.0,0
SGP,2000,23,20,21.2,170.1,65.9,0.0,0
SGP,2004,22,16,24.6,170.1,64.0,0.0,0
SGP,2008,36,25,22.9,171.2,63.4,0.0,3
SGP,2012,36,29,23.4,166.0,61.9,3.0,4
SGP,2016,32,24,24.4,169.0,63.5,4.0,1
SKN,2000,4,4,25.0,174.0,71.0,0.0,0
SKN,2004,2,2,23.5,174.0,66.0,0.0,0
SKN,2008,6,5,25.7,172.2,63.2,0.0,0
SKN,2012,7,3,21.4,175.9,74.6,0.0,0
SKN,2016,9,4,29.1,178.3,75.9,0.0,0
SLE,1980,32,16,22.4,180.5,60.5,0.0,0
SLE,1984,10,6,21.9,178.6,70.2,0.0,0
SLE,1988,20,14,22.9,176.2,72.8,0.0,0
SLE,1992,15,12,20.4,177.0,71.2,0.0,0
SLE,1996,19,10,23.3,176.8,73.3,0.0,0
SLE,2004,2,2,18.5,157.0,65.5,0.0,0
SLE,2008,3,3,21.0,160.3,55.0,0.0,0
SLE,2012,2,2,25.5,180.5,73.5,0.0,0
SLE,2016,4,4,22.2,163.0,78.5,0.0,0
SLO,1996,47,34,24.4,178.8,71.6,6.0,2
SLO,2000,90,53,25.2,180.7,75.8,2.0,3
SLO,2004,102,66,25.8,181.3,77.4,3.0,5
SLO,2008,73,60,26.5,179.5,74.5,5.0,5
SLO,2012,78,68,26.4,175.7,70.1,5.0,5
SLO,2016,70,45,27.0,178.8,75.1,5.0,4
SMR,1968,4,2,28.5,168.5,69.2,0.0,0
SMR,1972,7,4,28.6,180.0,77.3,0.0,0
SMR,1976,10,7,28.3,175.0,73.8,0.0,0
SMR,1980,16,10,28.8,174.7,72.6,0.0,0
SMR,1984,31,26,25.9,174.9,70.0,0.0,0
SMR,1988,15,12,25.8,176.7,72.9,0.0,0
SMR,1992,20,15,25.4,178.5,73.6,0.0,0
SMR,1996,7,7,25.6,179.0,76.0,0.0,0
SMR,2000,4,4,28.8,176.2,75.5,0.0,0
SMR,2004,5,5,27.2,174.6,74.8,0.0,0
SMR,2008,4,4,26.8,176.7,72.7,0.0,0
SMR,2012,4,4,27.2,167.8,65.8,0.0,0
SMR,2016,4,3,34.0,173.0,69.5,0.0,0
SOL,1988,5,5,23.0,172.2,67.0,0.0,0
SOL,2000,2,2,22.0,172.0,64.0,0.0,0
SOL,2004,2,2,21.5,166.0,64.0,0.0,0
SOL,2008,3,3,22.0,161.0,61.0,0.0,0
SOL,2012,4,4,28.2,167.5,62.3,0.0,0
SOL,2016,3,3,24.7,165.0,58.0,0.0,0
SOM,1984,9,6,19.8,178.9,65.7,0.0,0
SOM,1988,5,4,23.2,176.0,62.4,0.0,0
SOM,1996,4,4,28.0,176.0,69.7,0.0,0
SOM,2000,2,2,23.0,173.0,65.5,0.0,0
SOM,2004,2,2,17.0,170.0,56.0,0.0,0
SOM,2008,2,2,17.5,170.5,62.0,0.0,0
SRB,2008,97,42,25.9,186.0,81.0,0.0,15
SRB,2012,134,55,26.6,185.6,81.1,15.0,16
SRB,2016,127,56,27.6,183.6,79.2,16.0,54
SRI,1964,7,6,26.0,170.3,57.9,0.0,0
SRI,1968,3,3,31.0,171.0,61.0,0.0,0
SRI,1972,6,6,25.3,167.5,55.5,0.0,0
SRI,1980,4,1,28.0,172.5,59.5,0.0,0
SRI,1984,6,5,22.5,172.2,67.3,0.0,0
SRI,1988,9,9,23.2,170.0,60.2,0.0,0
SRI,1992,16,16,23.9,168.3,59.5,0.0,0
SRI,1996,11,9,26.4,166.5,59.9,0.0,0
SRI,2000,24,16,26.5,169.7,59.8,0.0,1
SRI,2004,8,8,27.2,174.0,60.2,1.0,0
SRI,2008,9,9,27.7,169.4,65.0,0.0,0
SRI,2012,8,8,26.5,168.4,60.9,0.0,0
SRI,2016,10,10,29.0,168.5,63.8,0.0,0
STP,2000,2,2,24.5,178.5,74.0,0.0,0
STP,2004,2,2,17.0,175.0,61.0,0.0,0
STP,2008,4,4,21.2,171.5,65.8,0.0,0
STP,2012,2,2,23.0,173.5,64.5,0.0,0
STP,2016,3,3,27.3,168.0,57.3,0.0,0
SUD,1968,7,7,32.0,175.1,63.7,0.0,0
SUD,1972,31,15,24.7,170.0,65.6,0.0,0
SUD,1984,9,9,27.2,175.8,62.0,0.0,0
SUD,1988,8,8,27.8,172.1,65.6,0.0,0
SUD,1992,7,7,26.0,171.8,72.6,0.0,0
SUD,1996,4,4,25.0,172.0,63.3,0.0,0
SUD,2000,3,3,19.0,174.7,60.3,0.0,0
SUD,2004,4,4,23.2,183.2,71.8,0.0,0
SUD,2008,9,8,22.2,171.8,61.0,0.0,1
SUD,2012,6,5,23.0,176.2,61.0,1.0,0
SUD,2016,6,6,21.3,173.7,68.0,0.0,0
SUI,1964,129,51,28.1,174.8,71.7,12.0,6
SUI,1968,155,68,26.0,175.9,72.7,6.0,13
SUI,1972,265,116,24.1,172.4,66.4,13.0,8
SUI,1976,101,41,25.6,174.9,70.2,8.0,10
SUI,1980,86,45,25.3,180.5,76.6,10.0,2
SUI,1984,245,91,23.7,173.9,67.9,2.0,13
SUI,1988,151,83,27.6,176.8,70.9,13.0,8
SUI,1992,171,80,26.3,175.6,69.3,8.0,1
SUI,1996,172,83,27.1,174.1,66.9,1.0,11
SUI,2000,138,82,27.4,176.5,68.9,11.0,14
SUI,2004,138,83,27.4,176.8,70.0,14.0,7
SUI,2008,116,75,27.4,176.8,69.8,7.0,11
SUI,2012,126,71,27.4,177.7,72.2,11.0,4
SUI,2016,152,80,26.0,174.1,67.1,4.0,11
SUR,1972,3,3,19.0,168.3,63.7,0.0,0
SUR,1976,4,4,23.0,176.0,67.3,0.0,0
SUR,1984,7,7,19.8,171.8,68.5,0.0,0
SUR,1988,10,10,21.4,173.5,66.1,0.0,1
SUR,1992,9,7,21.7,173.2,65.6,1.0,1
SUR,1996,11,11,21.3,168.2,60.2,1.0,0
SUR,2000,5,5,23.6,166.8,60.8,0.0,0
SUR,2004,4,4,23.5,168.0,58.8,0.0,0
SUR,2008,4,4,19.0,169.0,64.8,0.0,0
SUR,2012,5,5,22.0,169.2,68.0,0.0,0
SUR,2016,6,6,24.3,184.0,77.5,0.0,0
SVK,2000,132,63,24.6,179.9,75.3,3.0,6
SVK,2004,84,59,26.2,178.3,73.5,6.0,10
SVK,2008,67,54,27.8,179.1,72.5,10.0,10
SVK,2012,65,52,27.4,177.5,70.5,10.0,5
SVK,2016,63,49,28.0,180.0,72.8,5.0,8
SWE,1964,175,72,26.1,174.2,67.6,7.0,15
SWE,1968,186,95,24.4,178.6,72.0,15.0,9
SWE,1972,186,90,24.9,178.6,72.0,9.0,22
SWE,1976,163,90,24.5,180.1,75.0,22.0,10
SWE,1980,201,102,23.8,181.0,75.0,10.0,20
SWE,1984,254,138,24.2,179.8,74.2,20.0,34
SWE,1988,251,113,25.5,181.0,75.9,34.0,16
SWE,1992,252,121,26.3,180.4,76.0,16.0,35
SWE,1996,233,109,27.1,179.6,75.2,35.0,31
SWE,2000,198,92,27.2,180.0,75.9,31.0,32
SWE,2004,157,79,27.6,178.4,71.4,32.0,12
SWE,2008,169,81,27.9,178.0,71.7,12.0,7
SWE,2012,168,81,28.4,178.3,72.3,7.0,22
SWE,2016,186,79,27.7,178.1,73.1,22.0,28
SWZ,1984,11,11,23.5,165.8,65.5,0.0,0
SWZ,1988,15,11,24.7,167.2,69.9,0.0,0
SWZ,1992,10,10,21.5,176.8,62.5,0.0,0
SWZ,1996,6,5,26.0,170.0,61.7,0.0,0
SWZ,2000,6,6,22.3,173.5,61.0,0.0,0
SWZ,2004,3,3,26.7,175.0,73.3,0.0,0
SWZ,2008,4,4,20.0,174.0,64.2,0.0,0
SWZ,2012,3,3,22.0,176.7,74.7,0.0,0
SWZ,2016,2,2,25.5,175.0,69.5,0.0,0
SYR,1980,71,55,24.5,173.8,79.8,0.0,0
SYR,1984,9,9,24.9,170.7,77.4,0.0,1
SYR,1988,13,13,22.8,170.2,73.2,1.0,0
SYR,1992,9,9,23.7,174.0,63.8,0.0,0
SYR,1996,8,8,23.8,168.0,63.7,0.0,1
SYR,2000,8,7,26.0,178.5,71.2,1.0,0
SYR,2004,6,6,27.2,177.0,83.5,0.0,1
SYR,2008,7,7,25.0,176.1,76.7,1.0,0
SYR,2012,10,10,24.5,177.9,74.1,0.0,0
SYR,2016,7,7,24.1,185.3,84.8,0.0,0
TAN,1968,5,5,21.0,172.0,65.4,0.0,0
TAN,1972,22,16,23.0,171.7,61.9,0.0,0
TAN,1980,48,22,25.0,170.0,64.3,0.0,2
TAN,1984,21,14,27.4,170.2,63.3,2.0,0
TAN,1988,10,9,23.5,167.3,62.1,0.0,0
TAN,1992,9,7,26.0,168.7,63.1,0.0,0
TAN,1996,7,5,25.9,168.2,64.7,0.0,0
TAN,2000,4,2,27.0,171.2,59.0,0.0,0
TAN,2004,9,6,24.4,166.4,54.1,0.0,0
TAN,2008,9,6,25.4,169.0,61.9,0.0,0
TAN,2012,6,5,26.7,166.3,58.2,0.0,0
TAN,2016,7,5,24.4,165.8,57.9,0.0,0
TCH,1964,187,64,24.8,172.6,70.4,22.0,54
TCH,1968,203,66,24.0,172.9,69.1,54.0,29
TCH,1972,274,93,24.5,175.6,72.6,29.0,29
TCH,1976,251,79,24.0,175.7,71.8,29.0,15
TCH,1980,317,114,24.0,174.4,70.0,15.0,51
TCH,1988,226,97,23.7,176.6,72.0,51.0,10
TCH,1992,269,121,24.0,178.6,73.9,10.0,8
TGA,1992,5,5,24.0,179.8,81.2,0.0,0
TGA,1996,5,5,24.4,177.0,86.0,0.0,1
TGA,2000,3,3,27.7,173.3,79.7,1.0,0
TGA,2004,5,5,27.4,177.0,83.6,0.0,0
TGA,2008,3,3,29.7,181.7,100.0,0.0,0
TGA,2012,3,3,24.7,183.0,88.5,0.0,0
TGA,2016,7,7,22.1,177.9,79.0,0.0,0
THA,1964,67,41,25.2,167.8,62.5,0.0,0
THA,1968,46,18,26.4,169.4,61.5,0.0,0
THA,1972,37,21,29.2,167.1,61.4,0.0,0
THA,1976,62,33,26.4,169.0,60.0,0.0,1
THA,1984,40,25,27.8,167.5,59.3,1.0,1
THA,1988,15,12,24.9,165.5,58.8,1.0,1
THA,1992,64,47,22.2,166.5,58.8,1.0,1
THA,1996,58,42,21.3,169.0,62.8,1.0,2
THA,2000,68,51,23.0,170.3,62.6,2.0,3
THA,2004,51,46,25.2,169.3,63.5,3.0,8
THA,2008,53,43,24.6,167.1,59.5,8.0,4
THA,2012,43,37,24.9,168.1,64.4,4.0,3
THA,2016,58,45,26.0,169.5,65.9,3.0,6
TJK,2000,4,4,22.2,168.5,57.2,0.0,0
TJK,2004,9,9,29.3,168.6,73.1,0.0,0
TJK,2008,16,16,27.3,173.5,76.9,0.0,2
TJK,2012,16,16,27.2,175.3,77.2,2.0,1
TJK,2016,7,7,24.9,179.1,80.1,1.0,1
TKM,2000,8,8,25.4,170.0,68.6,0.0,0
TKM,2004,10,10,24.7,175.4,71.6,0.0,0
TKM,2008,10,9,23.7,169.7,70.2,0.0,0
TKM,2012,10,10,23.0,174.3,69.6,0.0,0
TKM,2016,9,9,22.4,175.0,77.3,0.0,0
TLS,2008,1,1,24.0,151.0,48.0,0.0,0
TLS,2012,2,2,24.0,159.5,53.0,0.0,0
TLS,2016,3,3,26.0,160.0,58.0,0.0,0
TOG,1984,6,6,25.2,174.2,66.5,0.0,0
TOG,1988,6,6,23.3,173.0,64.8,0.0,0
TOG,1992,9,5,24.3,171.8,71.1,0.0,0
TOG,1996,7,4,26.3,173.6,72.8,0.0,0
TOG,2000,3,3,19.3,171.0,68.3,0.0,0
TOG,2004,3,3,22.7,174.0,66.3,0.0,0
TOG,2008,4,4,27.5,177.8,76.2,0.0,1
TOG,2012,6,6,23.8,173.4,68.8,1.0,0
TOG,2016,5,5,18.8,158.0,53.0,0.0,0
TPE,1964,96,46,24.3,164.6,59.9,1.0,0
TPE,1968,93,57,23.9,166.5,59.7,0.0,1
TPE,1972,44,41,21.6,169.5,62.7,1.0,0
TPE,1984,52,40,22.8,172.0,64.8,0.0,1
TPE,1988,123,84,22.0,168.7,62.1,1.0,0
TPE,1992,38,15,24.8,174.9,72.1,0.0,20
TPE,1996,107,63,22.2,168.5,62.0,20.0,1
TPE,2000,75,59,22.3,168.7,62.5,1.0,5
TPE,2004,104,52,22.9,172.1,69.5,5.0,9
TPE,2008,92,41,24.8,171.3,70.9,9.0,4
TPE,2012,55,40,24.2,169.6,67.9,4.0,2
TPE,2016,67,46,25.1,169.2,65.6,2.0,5
TTO,1964,18,10,25.0,177.3,76.9,0.0,6
TTO,1968,25,14,24.3,174.7,71.5,6.0,0
TTO,1972,36,16,22.9,177.4,72.9,0.0,0
TTO,1976,20,10,24.4,176.7,70.8,0.0,1
TTO,1980,15,5,27.1,177.4,74.5,1.0,0
TTO,1984,23,14,22.0,177.3,69.5,0.0,0
TTO,1988,10,9,23.2,172.1,65.0,0.0,0
TTO,1992,13,7,25.1,178.6,72.8,0.0,0
TTO,1996,16,14,24.0,176.7,70.8,0.0,2
TTO,2000,29,18,23.3,178.8,73.0,2.0,2
TTO,2004,26,18,24.2,178.1,75.3,2.0,1
TTO,2008,35,19,24.7,178.5,73.2,1.0,6
TTO,2012,38,22,24.7,177.3,74.6,6.0,10
TTO,2016,43,24,26.4,174.6,69.2,10.0,1
TUN,1964,12,9,25.2,173.1,63.3,0.0,2
TUN,1968,8,7,25.4,169.8,60.6,2.0,2
TUN,1972,37,11,23.3,178.8,72.8,2.0,1
TUN,1976,16,5,22.7,181.5,76.9,1.0,0
TUN,1984,28,17,22.1,178.8,71.6,0.0,0
TUN,1988,45,14,24.2,179.1,71.8,0.0,0
TUN,1992,15,13,24.7,173.4,67.0,0.0,0
TUN,1996,52,24,23.8,179.0,75.4,0.0,1
TUN,2000,47,34,24.4,179.1,77.4,1.0,0
TUN,2004,64,37,23.2,178.3,72.9,0.0,0
TUN,2008,29,28,23.7,174.8,69.2,0.0,1
TUN,2012,87,50,25.3,183.8,81.8,1.0,3
TUN,2016,65,47,26.9,180.8,78.9,3.0,3
TUR,1964,25,24,29.0,175.3,76.0,9.0,6
TUR,1968,30,29,27.1,173.4,71.5,6.0,2
TUR,1972,50,43,25.8,173.4,69.1,2.0,1
TUR,1976,28,27,25.9,169.3,66.9,1.0,0
TUR,1984,62,49,24.8,176.9,72.5,0.0,3
TUR,1988,51,40,23.6,173.3,68.7,3.0,2
TUR,1992,54,43,23.1,174.7,75.7,2.0,6
TUR,1996,61,55,24.4,172.6,72.0,6.0,6
TUR,2000,67,58,23.9,174.2,71.5,6.0,5
TUR,2004,74,65,24.3,174.1,71.2,5.0,11
TUR,2008,71,67,25.6,174.0,71.5,11.0,7
TUR,2012,119,80,25.7,174.5,70.8,7.0,5
TUR,2016,119,88,25.4,175.2,69.9,5.0,8
TUV,2012,3,3,20.3,158.0,60.7,0.0,0
TUV,2016,1,1,24.0,184.0,72.0,0.0,0
UAE,1992,36,19,21.6,171.3,62.5,0.0,0
UAE,1996,4,4,23.8,180.0,80.0,0.0,0
UAE,2000,5,5,27.6,175.2,72.2,0.0,0
UAE,2004,5,5,29.4,176.8,70.6,0.0,1
UAE,2008,9,9,27.8,172.1,69.0,1.0,0
UAE,2012,26,9,23.6,174.3,70.2,0.0,0
UAE,2016,12,11,27.8,171.6,73.0,0.0,1
UGA,1964,19,14,23.2,175.1,70.3,0.0,0
UGA,1968,14,14,22.6,171.6,63.1,0.0,2
UGA,1972,35,19,25.5,173.3,66.9,2.0,2
UGA,1980,16,12,24.5,176.6,69.7,2.0,1
UGA,1984,30,24,24.4,170.6,65.7,1.0,0
UGA,1988,30,22,23.8,170.3,62.7,0.0,0
UGA,1992,9,9,22.6,177.2,64.4,0.0,0
UGA,1996,12,9,25.4,169.5,69.1,0.0,1
UGA,2000,13,13,24.5,164.9,57.2,1.0,0
UGA,2004,11,10,20.9,167.5,61.3,0.0,0
UGA,2008,11,10,23.5,172.9,58.9,0.0,0
UGA,2012,16,12,24.1,170.9,59.6,0.0,1
UGA,2016,23,14,23.1,171.2,61.3,1.0,0
UKR,2000,368,185,24.5,174.1,69.2,34.0,35
UKR,2004,357,175,24.4,174.7,68.9,35.0,47
UKR,2008,327,177,24.9,175.4,69.9,47.0,31
UKR,2012,304,174,25.4,175.2,70.1,31.0,26
UKR,2016,272,142,26.5,174.9,68.9,26.0,15
URS,1964,463,154,26.0,174.7,72.8,169.0,174
URS,1968,471,164,24.4,175.4,72.2,174.0,192
URS,1972,531,180,24.9,175.4,72.4,192.0,214
URS,1976,574,189,24.0,175.8,72.5,214.0,286
URS,1980,660,202,23.7,176.5,72.6,286.0,442
URS,1988,647,221,24.1,177.1,73.7,442.0,300
URU,1964,29,8,25.4,179.8,78.9,0.0,1
URU,1968,50,31,20.8,167.7,64.6,1.0,0
URU,1972,20,12,22.7,170.2,67.0,0.0,0
URU,1976,15,9,20.8,172.4,68.6,0.0,0
URU,1984,23,11,22.0,186.5,81.5,0.0,0
URU,1988,18,14,24.2,178.9,76.5,0.0,0
URU,1992,18,15,27.4,179.3,74.4,0.0,0
URU,1996,15,14,25.1,177.5,71.3,0.0,0
URU,2000,17,16,25.8,176.4,75.3,0.0,1
URU,2004,18,16,24.3,177.7,73.4,1.0,0
URU,2008,13,12,25.3,178.1,73.2,0.0,0
URU,2012,27,11,24.0,179.1,74.0,0.0,0
URU,2016,17,14,29.2,176.8,72.1,0.0,0
USA,1964,492,159,23.5,177.2,71.8,125.0,169
USA,1968,529,167,23.5,177.2,72.1,169.0,166
USA,1972,578,185,23.6,177.6,71.7,166.0,171
USA,1976,554,189,23.0,177.3,71.0,171.0,164
USA,1984,693,217,24.6,177.2,71.6,164.0,352
USA,1988,715,230,25.2,177.1,71.4,352.0,207
USA,1992,734,248,25.7,177.0,71.9,207.0,224
USA,1996,839,263,26.4,177.5,73.2,224.0,259
USA,2000,764,265,26.6,177.3,73.6,259.0,242
USA,2004,726,254,26.5,177.0,73.6,242.0,263
