"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22","WV01"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-04-28",,,"11.18"," 1614"," 1652","0.00","0.0","0.0",,"70","52",,,"  250","  270",,,"0.0",,"21.0","25.1",,,"    1","    1",,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-04-29",,,"10.96"," 1444"," 1502","0.00","0.0","0.0",,"68","51",,,"  310","  300",,,"0.0",,"23.0","25.9",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-04-30",,,"16.78"," 1347"," 1353","0.00","0.0","0.0",,"81","49",,,"  300","  300",,,"0.0",,"38.9","47.0",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-01",,,"11.18"," 2022"," 2007","0.60","0.0","0.0",,"65","49",,,"  190","  180",,,"0.0",,"21.0","25.1",,,,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-02",,,"6.93"," 2355"," 1524","0.22","0.0","0.0",,"67","49",,,"  170","  350",,,"0.0",,"17.0","21.9",,,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-03",,,"8.95"," 1655"," 1649","0.00","0.0","0.0",,"65","47",,,"  190","  180",,,"0.0",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-04",,,"10.51"," 1601"," 1614","0.00","0.0","0.0",,"69","47",,,"  200","  200",,,"0.0",,"21.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-05",,,"8.50"," 2359"," 2345","0.00","0.0","0.0",,"66","47",,,"   20","   30",,,"0.0",,"25.9","33.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-06",,,"16.11"," 0124"," 0204","0.00","0.0","0.0",,"61","45",,,"   10","   10",,,"0.0",,"29.1","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-07",,,"7.16"," 1136"," 1136","0.00","0.0","0.0",,"60","41",,,"  200","  200",,,"0.0",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-08",,,"6.93"," 1533"," 1533","0.00","0.0","0.0",,"62","45",,,"  170","  160",,,"0.0",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-09",,,"9.40"," 1944"," 1946","0.00","0.0","0.0",,"74","52",,,"  180","  190",,,"0.0",,"21.9","23.9",,,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-10",,,"7.38"," 1417"," 1416","0.00","0.0","0.0",,"72","57",,,"  170","  170",,,"0.0",,"15.0","17.0",,,"    1","    1",,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-11",,,"5.82"," 1707"," 1705","0.42","0.0","0.0",,"70","57",,,"  160","  160",,,"0.0",,"12.1","13.0",,,"    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-12",,,"11.18"," 1559"," 0735","0.21","0.0","0.0",,"72","53",,,"  120","   10",,,"0.0",,"19.9","23.0",,,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-13",,,"11.18"," 1441"," 1441","0.00","0.0","0.0",,"69","51",,,"  360","  360",,,"0.0",,"23.9","30.0",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-14",,,"13.42"," 1708"," 1721","0.00","0.0","0.0",,"64","47",,,"  180","  180",,,"0.0",,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-15",,,"16.11"," 1421"," 1443","0.00","0.0","0.0",,"82","54",,,"  230","  230",,,"0.0",,"25.1","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-16",,,"12.08"," 1527"," 1526","0.39","0.0","0.0",,"73","61",,,"  260","  260",,,"0.0",,"34.9","40.9",,,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-17",,,"12.30"," 2058"," 1956","0.00","0.0","0.0",,"68","53",,,"  100","   90",,,"0.0",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-18",,,"13.20"," 1208"," 0909","0.09","0.0","0.0",,"53","47",,,"   20","   30",,,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-19",,,"11.18"," 1428"," 1410","0.16","0.0","0.0",,"58","49",,,"  300","  300",,,"0.0",,"23.0","30.0",,,"    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-20",,,"14.09"," 1647"," 1647","0.00","0.0","0.0",,"76","53",,,"  290","  290",,,"0.0",,"25.1","29.1",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-21",,,"11.18"," 0439"," 0439","0.00","0.0","0.0",,"71","54",,,"  320","  320",,,"0.0",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-22",,,"7.38"," 2103"," 2023","0.00","0.0","0.0",,"67","50",,,"  200","  190",,,"0.0",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-23",,,"13.42"," 1656"," 1655","0.00","0.0","0.0",,"68","54",,,"  180","  170",,,"0.0",,"23.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-24",,,"12.30"," 1118"," 1150","0.00","0.0","0.0",,"78","55",,,"  230","  230",,,"0.0",,"21.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-25",,,"10.96"," 1319"," 1623","0.00","0.0","0.0",,"87","63",,,"  210","  190",,,"0.0",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-26",,,"10.51"," 1452"," 1552","0.00","0.0","0.0",,"88","65",,,"  300","  300",,,"0.0",,"17.9","25.1",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-27",,,"7.83"," 2312"," 2310","0.04","0.0","0.0",,"81","67",,,"  220","  220",,,"0.0",,"25.9","33.1",,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-28",,,"10.96"," 1608"," 1655","0.07","0.0","0.0",,"81","65",,,"  230","  220",,,"0.0",,"21.9","25.1",,,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-29",,,"8.95"," 1156"," 1156","0.00","0.0","0.0",,"80","59",,,"  360","  360",,,"0.0",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-30",,,"7.61"," 1944"," 1945","0.00","0.0","0.0",,"77","57",,,"  190","  200",,,"0.0",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-05-31",,,"10.29"," 2000"," 2000","0.00","0.0","0.0",,"86","62",,,"   70","   70",,,"0.0",,"21.0","23.9",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-01",,,"8.05"," 1509"," 1508","0.00","0.0","0.0",,"80","62",,,"  190","  200",,,"0.0",,"19.9","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-02",,,"12.30"," 1802"," 1756","0.00","0.0","0.0",,"80","66",,,"  190","  190",,,"0.0",,"23.9","29.1",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-03",,,"12.97"," 2223"," 2222","0.97","0.0","0.0",,"74","63",,,"   80","   90",,,"0.0",,"30.0","38.9",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-04",,,"12.30"," 0943"," 0943","1.77","0.0","0.0",,"71","62",,,"   10","   80",,,"0.0",,"28.0","32.0",,,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-05",,,"13.42"," 1601"," 1503","0.00","0.0","0.0",,"82","63",,,"  240","  230",,,"0.0",,"25.9","32.0",,,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-06",,,"13.42"," 1747"," 1745","0.00","0.0","0.0",,"73","58",,,"  310","  320",,,"0.0",,"25.1","30.0",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-07",,,"7.16"," 1609"," 1454","0.00","0.0","0.0",,"69","54",,,"  170","  160",,,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-08",,,"7.16"," 1537"," 1541","0.00","0.0","0.0",,"76","62",,,"  110","  120",,,"0.0",,"15.0","17.0",,,"    1","    1",,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-09",,,"10.96"," 1222"," 1221","0.00","0.0","0.0",,"81","64",,,"   40","   40",,,"0.0",,"23.0","28.0",,,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-10",,,"6.26"," 1256"," 0102","0.00","0.0","0.0",,"73","61",,,"   40","   20",,,"0.0",,"12.1","15.0",,,"    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-11",,,"8.72"," 1717"," 2144","0.07","0.0","0.0",,"85","62",,,"  350","  360",,,"0.0",,"15.0","23.9",,,,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-12",,,"8.05"," 0848"," 1319","0.02","0.0","0.0",,"85","63",,,"   20","   10",,,"0.0",,"19.9","23.9",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-13",,,"9.17"," 2102"," 2101","0.09","0.0","0.0",,"67","56",,,"   60","   60",,,"0.0",,"21.0","23.9",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-14",,,"9.62"," 0339"," 1003","0.00","0.0","0.0",,"65","56",,,"   10","   30",,,"0.0",,"16.1","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-15",,,"8.28"," 1214"," 1223","0.00","0.0","0.0",,"71","59",,,"  150","  140",,,"0.0",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-16",,,"9.84"," 1550"," 1612","0.00","0.0","0.0",,"76","58",,,"  180","  240",,,"0.0",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-17",,,"10.74"," 2334"," 2333","0.00","0.0","0.0",,"90","64",,,"  270","  250",,,"0.0",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-18",,,"10.51"," 1414"," 1450","0.00","0.0","0.0",,"82","66",,,"  150","  150",,,"0.0",,"16.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-19",,,"11.18"," 1726"," 1717","0.03","0.0","0.0",,"77","65",,,"  180","  170",,,"0.0",,"23.0","29.1",,,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-20",,,"11.41"," 1634"," 1626","0.18","0.0","0.0",,"82","69",,,"  310","  310",,,"0.0",,"23.9","31.1",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-21",,,"13.20"," 1753"," 1752","0.22","0.0","0.0",,"82","62",,,"  270","  270",,,"0.0",,"30.0","38.9",,,,,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-22",,,"19.46"," 1239"," 1238","0.00","0.0","0.0",,"78","64",,,"  310","  310",,,"0.0",,"31.1","38.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-23",,,"12.97"," 0921"," 0921","0.00","0.0","0.0",,"78","59",,,"  300","  310",,,"0.0",,"25.1","30.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-24",,,"10.96"," 1757"," 1727","0.00","0.0","0.0",,"77","58",,,"  190","  190",,,"0.0",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-25",,,"10.51"," 1735"," 1735","0.00","0.0","0.0",,"80","64",,,"  180","  180",,,"0.0",,"19.9","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-26",,,"10.29"," 1737"," 1723","0.00","0.0","0.0",,"85","68",,,"  190","  190",,,"0.0",,"21.9","25.1",,,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-27",,,"11.63"," 1648"," 1607","1.74","0.0","0.0",,"86","71",,,"  180","  180",,,"0.0",,"25.9","32.0",,,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-28",,,"12.75"," 1817"," 1816","0.26","0.0","0.0",,"89","70",,,"  350","  350",,,"0.0",,"23.9","34.9",,,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-29",,,"8.95"," 2232"," 2017","0.00","0.0","0.0",,"77","66",,,"  220","  190",,,"0.0",,"14.1","16.1",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-06-30",,,"10.07"," 1646"," 1650","0.00","0.0","0.0",,"80","64",,,"  180","  170",,,"0.0",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-01",,,"12.97"," 1200"," 1129","0.00","0.0","0.0",,"76","61",,,"  360","  330",,,"0.0",,"21.9","28.0",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-02",,,"11.41"," 1053"," 1025","0.00","0.0","0.0",,"76","58",,,"   10","  360",,,"0.0",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-03",,,"11.63"," 1814"," 1814","0.00","0.0","0.0",,"77","61",,,"  200","  200",,,"0.0",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-04",,,"15.21"," 1937"," 2011","0.01","0.0","0.0",,"72","63",,,"  180","  180",,,"0.0",,"25.9","31.1",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-05",,,"10.07"," 1951"," 1951","1.58","0.0","0.0",,"75","67",,,"  200","  200",,,"0.0",,"19.9","19.9",,,"    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-06",,,"8.72"," 2353"," 2320","0.11","0.0","0.0",,"86","67",,,"  290","  290",,,"0.0",,"17.0","21.9",,,"    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-07",,,"12.08"," 1323",,"0.00","0.0","0.0",,"86","64",,,"  230","  230",,,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-08",,,"11.41"," 1339"," 1355","0.00","0.0","0.0",,"90","68",,,"  230","  230",,,"0.0",,"23.0","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-09",,,"6.71"," 1618"," 1523","0.00","0.0","0.0",,"88","72",,,"  180","  170",,,"0.0",,"16.1","17.9",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-10",,,"10.96"," 1707"," 1612","0.00","0.0","0.0",,"84","73",,,"  180","  180",,,"0.0",,"25.1","30.0",,,"    1","    1",,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-11",,,"8.05"," 2357"," 2356","0.78","0.0","0.0",,"82","71",,,"  310","  310",,,"0.0",,"17.9","21.9",,,"    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-12",,,"10.51"," 0012"," 0012","0.00","0.0","0.0",,"83","68",,,"  320","  320",,,"0.0",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-13",,,"9.84"," 1408"," 1407","0.00","0.0","0.0",,"82","67",,,"  190","  190",,,"0.0",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-14",,,"10.74"," 1931"," 1930","0.00","0.0","0.0",,"82","66",,,"  190","  190",,,"0.0",,"21.0","25.1",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-15",,,"13.65"," 1618"," 1611","0.03","0.0","0.0",,"82","69",,,"  190","  190",,,"0.0",,"28.0","34.9",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-16",,,"8.05"," 0333"," 0333","0.00","0.0","0.0",,"83","70",,,"   30","   20",,,"0.0",,"16.1","17.9",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-17",,,"7.38"," 1316"," 1316","0.00","0.0","0.0",,"84","68",,,"  170","  170",,,"0.0",,"15.0","16.1",,,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-18",,,"7.16"," 0552"," 0548","0.75","0.0","0.0",,"78","69",,,"  120","  120",,,"0.0",,"14.1","17.0",,,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-19",,,"9.62"," 1836"," 1835","0.01","0.0","0.0",,"87","70",,,"  240","  240",,,"0.0",,"25.9","30.0",,,"    1","    1",,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-20",,,"16.33"," 2104"," 2035","0.00","0.0","0.0",,"82","67",,,"  310","  310",,,"0.0",,"25.1","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-21",,,"12.08"," 1430"," 1428","0.00","0.0","0.0",,"85","65",,,"  360","  350",,,"0.0",,"23.0","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-22",,,"10.51"," 1326"," 1325","0.00","0.0","0.0",,"84","67",,,"   20","   10",,,"0.0",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-23",,,"15.66"," 1418"," 1422","1.66","0.0","0.0",,"76","63",,,"   90","   90",,,"0.0",,"23.9","30.0",,,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-24",,,"10.29"," 1603"," 1559","0.00","0.0","0.0",,"78","61",,,"  180","  180",,,"0.0",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-25",,,"5.82"," 1725"," 1736","0.00","0.0","0.0",,"81","64",,,"  130","  130",,,"0.0",,"14.1","15.0",,,"    1",,,,,,,,,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-26",,,"6.93"," 1714"," 1712","0.00","0.0","0.0",,"80","70",,,"  160","  160",,,"0.0",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-27",,,"8.72"," 1450"," 1446","0.00","0.0","0.0",,"82","71",,,"  150","  150",,,"0.0",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-28",,,"9.17"," 1653"," 1653","0.00","0.0","0.0",,"83","73",,,"  190","  190",,,"0.0",,"17.9","21.0",,,"    1",,,,,,,,,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-29",,,"4.47"," 1125"," 1117","0.36","0.0","0.0",,"84","71",,,"   10","  360",,,"0.0",,"23.9","31.1",,,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-30",,,"4.92"," 1359"," 1309","0.00","0.0","0.0",,"84","71",,,"  200","  190",,,"0.0",,"13.0","15.0",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-07-31",,,"6.71"," 1210"," 1051","0.00","0.0","0.0",,"88","71",,,"   10","   10",,,"0.0",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-01",,,"7.38"," 1048"," 1352","0.00","0.0","0.0",,"91","72",,,"  360","   10",,,"0.0",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-02",,,"9.62"," 1631"," 1628","0.00","0.0","0.0",,"91","73",,,"  190","  190",,,"0.0",,"17.9","21.9",,,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-03",,,"13.87"," 1646"," 1646","0.31","0.0","0.0",,"86","70",,,"  190","  180",,,"0.0",,"23.9","29.1",,,,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-04",,,"8.72"," 1716"," 1716","0.00","0.0","0.0",,"91","73",,,"  280","  280",,,"0.0",,"19.9","23.0",,,,,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-05",,,"8.95"," 0703"," 0646","0.00","0.0","0.0",,"81","69",,,"   20","   40",,,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-06",,,"10.51"," 0945"," 1000","0.06","0.0","0.0",,"82","73",,,"  190","  190",,,"0.0",,"21.9","23.9",,,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-07",,,"6.93"," 2356"," 2356","0.00","0.0","0.0",,"89","75",,,"  180","  180",,,"0.0",,"16.1","19.9",,,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-08",,,"13.87"," 0557"," 0557","3.47","0.0","0.0",,"93","75",,,"  200","  190",,,"0.0",,"31.1","33.1",,,"    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-09",,,"10.07"," 1413"," 1456","0.00","0.0","0.0",,"82","72",,,"  110","  140",,,"0.0",,"17.9","21.0",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-10",,,"13.87"," 1440"," 1438","0.51","0.0","0.0",,"73","58",,,"   20","   20",,,"0.0",,"23.0","28.0",,,"    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-11",,,"7.83"," 1126"," 1024","0.00","0.0","0.0",,"81","58",,,"  350","   10",,,"0.0",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-12",,,"7.16"," 1637"," 1636","0.00","0.0","0.0",,"84","69",,,"  180","  180",,,"0.0",,"15.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-13",,,"10.96"," 2111"," 2113","0.00","0.0","0.0",,"87","72",,,"  350","  360",,,"0.0",,"23.0","29.1",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-14",,,"8.05"," 2358"," 1422","0.00","0.0","0.0",,"83","64",,,"  230","  180",,,"0.0",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-15",,,"11.18"," 1625"," 1209","0.00","0.0","0.0",,"85","67",,,"  190","  230",,,"0.0",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-08-16",,,"7.38"," 2249"," 1332","0.00","0.0","0.0",,"82","74",,,"  220","  190",,,"0.0",,"15.0","23.0",,,,,,,,,,"    1",,,,,,"    1",,,,,
